"product_id","product_title","product_level","product_type","travel_day","product_price","departure_code","des_city_code","toursim_tickets_type"
"210059223","<宁波2日游>氧吧大竹海漂流，登横山岛自品宁海海鲜美食，宿宁海开元新世纪酒店含早","4","Y002","2天1晚","329","310000","330200","03001"
"210059232","<横店2日游>暑期梦幻谷水世界让你清凉一夏，错峰游横店清明上河图，广香街，秦王宫，明清宫苑，全景游，价值620元门票全含","5","Y002","2天1晚","398","310000","330700","03001"
"210059296","<溪口雪窦山-三隐潭-柯岩-鉴湖-鲁镇2日游>萌娃亲子逛柯岩，写书法画脸谱，穿戏服跟着大师学戏曲、赏5A美景三隐潭，观万丈瀑布，宿五星级酒店","4","Y002","2天1晚","385","310000","330600","03001"
"210059300","<宁波溪口雪窦山-三隐潭-柯岩-鉴湖-鲁镇2日游>赏万丈瀑布，含雪窦寺，逛柯岩，写书法画脸谱，穿戏服跟着大师学戏曲，宿国际品牌豪生或泛太平洋酒店","5","Y002","2天1晚","422","310000","330600","03001"
"210059852","<三峡大坝-清江画廊2日游>市内免费接送 天天发班 纯玩0购物 舒适酒店住宿可升级","4","Y002","2天1晚","305","420500","420500","03001"
"210060291","<横店影视城广州街-香港街-明清宫苑-清明上河图-秦王宫2日游>含三大点车位导服住宿","5","Y002","2天1晚","347","330100","330700","03001"
"210061652","<希拉穆仁草原-响沙湾-成吉思汗陵双卧5日游>自营0购，明星爆款，24h机场0等待，精华景点全含，指定牧场，品烤全羊，天天特色餐","5","Y002","5天2晚","1229","110000","150600","03001"
"210061725","<西安兵马俑-华山-龙门石窟-河南少林寺-开封飞高5日游>陕豫连线，升1晚五星，区间高铁，品六国宴、少林素斋、0购物，管家式导游，上海往返","4","Y002","5天4晚","3287","310000","610100","03001"
"210064077","<北戴河-承德-坝上草原-北京双高5日游>Tuniu亲子严选团，指定1晚5星，1晚皇家温泉，玩沙滩看大海游草原，乐享帆船出海，赠儿童汉服美拍","4","Y002","5天4晚","2099","310000","130300","03001"
"210064674","<拉萨-林芝大峡谷-鲁朗林海-羊湖双卧12日游>华东往返/12人mini团0购0自，5晚高端藏式庄园酒店，280元藏地风味餐/特色下午茶，7月18日团期网红导游专线","5","Y002","12天11晚","5588","310000","540100","03001"
"210064788","[中秋]<宁波-普陀山3日游>普陀晚出发 轻松不爬山 祈福之旅 宁波参团 纯玩 含门票往返船票 宿宁波酒店 含2早","4","Y002","3天2晚","571","330200","330900","03001"
"210065007","[中秋]<雁荡山-奉化溪口-雪窦山-蒋氏故居3日游>宁波参团 琅琊榜拍摄取景地 2晚宁波酒店 含2早2正 纯玩无购物 1人也成行","4","Y002","3天2晚","952","330200","330200","03001"
"210065418","<中国雪乡汽车2日游>无自费无购物  雪地摩托登山  冰雪画廊 穿越 梦幻家园影视基地    二人转   与傻狍子合影","5","Y002","2天1晚","762","230100","231000","03001"
"210065815","<古北水镇2日游>千人出游宿景区内古北之光赠价值298元天然温泉 特色午餐，贴心安排景区电瓶车每单明信片及彩绘手提灯笼可升级夜游长城及摇橹船","4","Y002","2天1晚","678","110000","110000","03001"
"210066103","<南宁-德天瀑布-越南板约瀑布-清代53号界碑1日游>南宁起止，一车到底，不进店，含1正餐，含德天景区接驳车，（我们十七岁）拍摄地","4","Y002","1天","205","450100","450100","03001"
"210067852","<宜昌-九畹溪漂流-三峡人家动车2日游>优选商务酒店，提供漂流基础装备，刺激漂流，纯玩不进店","5","Y002","2天1晚","629","420100","420500","03001"
"210067965","<宜昌-朝天吼漂流-三峡人家2日游>不漂流无夏天/炎炎夏日/优选商务酒店/0购物/民俗与激情/动车往返","4","Y002","2天1晚","668","420100","420500","03001"
"210068078","<宜昌-朝天吼漂流-三峡大瀑布动车2日游>回馈款促销线路/优选舒适型酒店/提供漂流基础装备/赠送防晒冰袖或防水袋/销量桂冠/爽就朝天吼","4","Y002","2天1晚","526","420100","420500","03001"
"210068157","<宜昌-神农架-大九湖湿地动车3日游>夏日清凉避暑 乘高峡平湖号游船，舒适行程中挺近神农架，云间湿地，天上九湖，走进神奇动植物王国","4","Y002","3天2晚","1066","420100","420500","03001"
"210068196","<宜昌-朝天吼漂流-三峡人家2日游>要爽就来朝天吼，赠防水袋或网红冰袖，甄选优质酒店，纯玩0购物，丢掉攻略拎包即走","5","Y002","2天1晚","459","420500","420500","03001"
"210069267","<大连海之韵-棒棰岛-旅顺军港-白玉山2日游>高标美食、海鲜餐60元/人、哈啤酒、品海鲜、踏浪棒棰岛、双体帆船出海、潜艇博物馆、纯玩0购","4","Y002","2天1晚","600","210200","210200","03001"
"210069323","<苏州-乌镇-杭州3日游>深度纯玩，专车专导，宿乌镇景区内酒店，赏西栅日夜全景，一天一座城，精选双5A园林，含西湖游船，一车到底","4","Y002","3天2晚","799","310000","330400","03001"
"210069579","<庐山双卧4日游>南昌进出 宿山顶含空调、含观光车、1早3正、纯玩、可升级酒店","5","Y002","4天3晚","1341","310000","360400","03001"
"210069929","<吉林龙湾群国家森林公园2日游>三角龙湾、吊水壶瀑布、大龙湾三景区、三角龙湾游船 、大龙湾游船，无购物","5","Y002","2天1晚","399","210100","220500","03001"
"210069975","<婺源-三清山-庐山4日游>纯玩0购物，网红景区篁岭，船游鄱阳湖，全程精选酒店，一晚升级宿庐山上，享三石宴/徽州宴特色餐，双世遗名山名镇行","5","Y002","4天3晚","1482","360400","360400","03001"
"210071222","<庐山3日游>双动往返 山顶纯玩1整天 含冰爽水世界含2早 激情漂流随心选 严选1晚度假村主楼 三瀑纯玩 含景区间交通 纯玩0购","4","Y002","3天2晚","607","420100","360400","03001"
"210071336","<敦煌-嘉峪关2日游>敦进嘉出不走回头路 含火车站接送 确保充足游玩时间 鸣沙山景区特色客栈住宿 穿越河西走廊 畅游丝路景点","4","Y002","2天1晚","894","620100","620900","03001"
"210071859","<五台山2日游>梵仙山求姻缘、放天马，五爷庙许心愿，殊像寺求智慧，品养生素斋，佛学导游讲解，玩转五台山，每人赠送祈福金卡一张","4","Y002","2天1晚","185","120000","140900","03001"
"210071985","<五台山双汽2日游>入住金都山庄或备选，舒适出行，那山，那水，那佛塔，圣洁的金莲花，只为遇见五台山，每成人赠送祈福金卡一张","5","Y002","2天1晚","248","120000","140900","03001"
"210072243","<曲阜孔府-孔庙-孔林-泰山-济南趵突泉-大明湖高铁3日游>纯玩0购，赠188元封禅，泰山60元景交，星级导游，酒店可升级， 登高踏青","5","Y002","3天2晚","1475","110000","370800","03001"
"210072528","<山西壶口瀑布-王家大院-平遥古城高铁3日游>30人深度小团，晋乡音宴会/尝黄河鲤鱼/桃花汛/平遥特色客栈/玩法升级自由行","4","Y002","3天2晚","1214","110000","140700","03001"
"210072769","<桂林阳朔-银子岩-漓水古越-图腾古道-漓江美景-遇龙河汽车3日游>观小印象实景演出 游漓江 畅游西街 广东陪同导游 贴心服务","4","Y002","3天2晚","349","440100","450300","03001"
"210072792","<桂林-阳朔-兴坪漓江-银子岩-图腾古道汽车3日游>阳朔全景 船游20元背景漓江取景地 广东导游","4","Y002","3天2晚","418","440100","450300","03001"
"210073913","<宝天曼峡谷漂流-云露山汽车2日游>生态养生福地，康体保健天堂","4","Y002","2天1晚","371","410100","411300","03001"
"210074079","<尧山大峡谷漂流-龙潭峡汽车2日游>激情漂流、伏牛水魂","4","Y002","2天1晚","300","410100","410400","03001"
"210074367","<河北-白石山-飞狐秘境双汽2日游>销量高，景区直通车，双玻璃情缘，纯玩无购物，全景游","5","Y002","2天1晚","305","120000","130600","03001"
"210074750","<承德-坝上草原-木兰围场2日游>塞罕坝森林公园 乌兰布统 含两正一早 享迎宾仪式下马酒 含闷倒驴  含篝火晚会狂欢夜","4","Y002","2天1晚","238","130800","130800","03001"
"210074769","<新乡八里沟汽车1日游>踏青首选之地  晚出发不赶早  含水","5","Y002","1天","99","410100","410700","03001"
"210075282","<峨眉山-乐山汽车2日游>质量保证，宿五星级酒店，二进峨眉深度游，老少皆宜，船游三江，吃火锅看变脸，纯玩0推荐，小众出行，专属定制","4","Y002","2天1晚","664","510100","511100","03001"
"210077085","[中秋]<宁波-奉化溪口-雪窦山-蒋氏故居2日游>宁波参团 真纯玩 无购物 1人也成行 溪口登高揽胜回味历史 赏千丈岩瀑布","5","Y002","2天1晚","382","330200","330200","03001"
"210077195","<五台山-平遥古城-乔家大院双汽3日游>含二早四正餐，门票全含，小交通全含，含特色剪纸，金刚结","5","Y002","3天2晚","474","140100","140900","03001"
"210077215","<北京双高5日游>皇城爆款全程商务酒店，观升旗仪式，精华景点全含，逛和珅府邸恭王府，品北京烤鸭，24小时接送","4","Y002","5天4晚","2156","310000","110000","03001"
"210077446","<西安-秦始皇兵马俑-华清宫-骊山1日游>VIP奔驰小团，首站兵马俑错峰游，享秦王宴、接送机、体验网红摔碗酒","4","Y002","1天","365","610100","610100","03001"
"210080272","<青岛-崂山2日游>一天沿海著名地标玩个够，一天登崂山特色体验，2餐特色，1晚舒适酒店，0购可接送","4","Y002","2天1晚","387","370200","370200","03001"
"210080356","<南京总统府-中山陵-阅江楼2日游>免费接站，纯玩0购物，含大报恩寺门票，畅游南京，宿经济型酒店汉庭或如家","4","Y002","2天1晚","315","320100","320100","03001"
"210080503","<峨眉山-乐山双汽2日游>宿度假酒店，22人精致团，轻松懒人游，登金顶看云海，吃火锅看川剧变脸，品素斋，纯玩老少皆宜，三环内接回服务","5","Y002","2天1晚","540","510100","511100","03001"
"210081054","<济南-泰山-曲阜双高3日游>牛人专线0购物，1晚宿泰山观日出，品美食，0购物，16人小团，大明湖/趵突泉/岱庙/泰山/三孔，上海出发","5","Y002","3天2晚","2429","310000","370900","03001"
"210081303","<庐山-锦绣谷-如琴湖-含鄱口1日游>专业服务上门接 0购物1人成团 限量庐山手绘明信片 360度全景游览 不留遗憾","4","Y002","1天","229","360400","360400","03001"
"210081399","<天安门广场-故宫-颐和园-八达岭长城-烟袋斜街2日半自助游>纯玩无购物，黄包车游胡同，享老北京特色餐，送贴心旅游管家咨询服务，不含住宿","4","Y002","2天1晚","368","110000","110000","03001"
"210081840","<北京双高4日游>璀璨精品周末欢乐游，专车专导0暗店，故宫上新了，花开皇城，登景山俯瞰故宫全景，商圈酒店3晚连住，京味儿美食嗨享乐，24H接送","5","Y002","4天3晚","2364","310000","110000","03001"
"210081847","<北京飞高5日游>自营倾情打造/五星服务0暗店/热销4年纯玩精品，故宫上新了/深度游3H(含珍宝馆)，获奖导游精讲漫游，网红餐厅特色体验，观升旗仪式","4","Y002","5天4晚","2860","310000","110000","03001"
"210081849","<北京高飞5日游>自营倾情打造/五星服务0暗店/热销4年纯玩精品，故宫上新了/深度游3H(含珍宝馆)，获奖导游精讲漫游，网红餐厅特色体验，观升旗仪式","4","Y002","5天4晚","2949","310000","110000","03001"
"210081850","<北京双高5日游>自营倾情打造/五星服务0暗店/热销4年纯玩精品，故宫上新了/深度游3H(含珍宝馆)，获奖导游精讲漫游，网红餐厅特色体验，观升旗仪式","4","Y002","5天4晚","2959","310000","110000","03001"
"210081972","<庐山2日游>原创16人小团 宿牯岭舒适酒店 含珍藏明信片多重伴手礼 换购吉尼斯影票 三叠泉美庐甄选核心景区","5","Y002","2天1晚","629","360400","360400","03001"
"210081975","<庐山2日游>17人小团 含冰川漂流温泉水世界 双重玩水 李白双瀑 0购物 海陆空鄱阳湖 宿温泉酒店含早 百丈三叠泉 享双礼 蒋介石观音桥","5","Y002","2天1晚","371","420100","360400","03001"
"210082254","<青岛3日游>连住希尔顿逸林海景房/星河湾酒店 含290元自助早 超大泳池  金沙滩 极地海洋 打卡网红夜景 全含0购","4","Y002","3天2晚","958","320100","370200","03001"
"210082282","<阳江闸坡-海陵岛-十里银滩观景台2日游>阳江跟团游销量1产品、全新升级住敏捷黄金海岸海景房、打卡网红七彩沙滩","4","Y002","2天1晚","200","440100","441700","03001"
"210082989","<济南-泰山-曲阜双高3日游>途牛自营0购物0自费，游5A趵突泉/岱庙/泰山，含3正餐，一车一导，含泰山60元小交通，宿宝盛/蓝海/美若山水，上海出发","4","Y002","3天2晚","1997","310000","370900","03001"
"210083170","<张家界天门山-玻璃栈道-凤凰古城汽车2日游>张家界市区酒店接   登仙山  闯玻璃栈道  赏凤凰夜景  含芙蓉古镇  无购物","5","Y002","2天1晚","642","430800","430800","03001"
"210083195","<郧西五龙河-漫川古镇2日游>朝秦暮楚 游郧西逛古镇五龙河纳凉 一场南腔北调的旅程","4","Y002","2天1晚","243","610100","420300","03001"
"210086885","<洛阳栾川重渡沟2日游>纯玩竹之乡 零购物 北国风光竹林秀色","4","Y002","2天1晚","251","410100","410300","03001"
"210086889","<庐山2日游>碧波万顷庐山西海 鄱湖风光 庐山瀑布 纯玩0购 2人起订 16人精致小团 度假礼包 舒适酒店","5","Y002","2天1晚","554","360400","360400","03001"
"210086926","<蜀南竹海双汽2日游>观万顷竹海风貌休闲游，包含景区观光车，住宿景区内，专职车导，成都市三环内包接","5","Y002","2天1晚","316","510100","511500","03001"
"210086934","<张家界玻璃桥-天门山-玻璃栈道汽车2日游>爱上一座山恋上一张床  入住湘西特色客栈 打卡网红双玻璃道  尝三下锅  纯玩0购物","4","Y002","2天1晚","817","430100","430800","03001"
"210087131","<宏村-西递2日游>玩转皖南古村落，首道大门票全含","5","Y002","2天1晚","360","320100","341000","03001"
"210087313","<重渡沟2日游>空调巴士，住宿2人间 住宿中心区，出门既有景区小吃","5","Y002","2天1晚","251","410100","410300","03001"
"210087596","<莫干山-下渚湖湿地公园2日游>宿德清挂牌5星金银岛国际大酒店  含自助早 纯玩 探访莫干圣地","4","Y002","2天1晚","619","310000","330500","03001"
"210087801","<重庆-长江三峡-宜昌4日游>美国维多利亚系列游轮，暑期亲子游2大免1小，重庆进宜昌出，赏全景三峡，宿景观阳台房","5","Y002","4天3晚","1817","500000","500000","03001"
"210087803","<重庆-长江三峡-宜昌4日游>总统系列品牌游船，暑期2大免1小，船方授权途牛会员专享，免费住3楼，赠送登船晚餐/下午茶，定制纪念船票","4","Y002","4天3晚","2344","500000","500000","03001"
"210088241","<云南+大理+丽江4日游>纯玩0购物，可丽江接机，邂逅双古城，360度感通索道纵观苍山洱海，含丽水金沙表演 可升级玉龙雪山","4","Y002","4天3晚","1308","530100","530700","03001"
"210088288","<张家界-天门山-天门洞-玻璃栈道-鬼谷栈道-凤凰古城汽车3日游>长沙往返 挑战双玻 宿特色客栈  静谧沱江泛舟","4","Y002","3天2晚","865","430100","430800","03001"
"210088754","<长春-长白山西景区-长白山北景区-露水河3日游>含长白山秘境演绎秀/露水河漂流/有氧骑行/铁锅炖/含西北双坡门票环保车/露水河森林公园","5","Y002","3天2晚","1394","220100","220600","03001"
"210089226","<平潭2日游>宿平潭酒店或民宿、坛南湾沙滩派对、1餐自助烧烤、体验沙滩拉网捕捞，登将军山看360度浪漫海景、线路全程纯玩不进店","4","Y002","2天1晚","371","350100","350100","03001"
"210089895","<杭州西湖-雷峰塔-花港观鱼-灵隐飞来峰-乌镇2日游>全程无购物 游水乡古镇 尽享江南精华景色","5","Y002","2天1晚","456","330100","330100","03001"
"210091249","<贵州黄果树大瀑布-荔波小七孔-西江千户苗寨-青岩古镇4日游>牛人严选/35人封顶/纯玩0购物/含120元景交/品苗家长桌宴敬酒礼高山流水","4","Y002","4天3晚","1134","520100","520400","03001"
"210091399","<辉腾锡勒草原-黄花沟-响沙湾双卧6日游>7月6/9日班期免费送旅拍，北京往返，精选线路、敕勒川双草原，精选特色草原蒙古包，千人出游，好评如潮","5","Y002","6天5晚","1329","110000","150100","03001"
"210091550","<芜湖方特4期-东方神画1日游>含门票交通导服，体验木质过山车，纯玩无购物","4","Y002","1天","289","340100","340200","03001"
"210091669","<庐山动车3日游>武汉出发 东西线全景， 舒适酒店含2早3正餐， 纯玩领取礼包（滕王阁门票、手绘明信片、庐山恋影票）","5","Y002","3天2晚","1130","420100","360400","03001"
"210091732","<大连老虎滩-海之韵-棒棰岛-渔人码头-滨海路-发现王国3日游>1晚市区高档酒店，1晚发现王国度假酒店、黄金海岸、为爱珍选、海昌2大主题乐园","5","Y002","3天2晚","1414","210200","210200","03001"
"210092272","<重庆-长江三峡-宜昌4日游>美维品牌游轮，暑期亲子游2大免1小，特价活动进行中，宿阳光观景客房，含3大热门景点，早咖啡/酒店表演","5","Y002","4天3晚","1728","500000","420500","03001"
"210092444","<山东曲阜-泰山汽车2日游>济南大巴往返，0购物，泰山往返景交，星级导游带团，慢游，爸妈放心托管班","4","Y002","2天1晚","848","370100","370800","03001"
"210093147","<曲阜三孔-泰山-济南4日游>牛人专线0购物，1晚宿泰山观日出，品美食，0购物，16人小团，大明湖/趵突泉/岱庙/泰山/三孔，上海双高","4","Y002","4天3晚","2609","310000","370900","03001"
"210093192","<平遥古城-壶口瀑布-王家大院2日游>赏古城夜景，住特色客栈，品山西小吃，全程无购物","4","Y002","2天1晚","370","140100","141000","03001"
"210093194","<山西壶口瀑布-王家大院-平遥古城-乔家大院2日游>全程不换导游，含壶口小交通，住古城特色客栈","4","Y002","2天1晚","479","140100","141000","03001"
"210093196","<张北坝上-草原天路2日游>含特色BBQ烧烤 体高山七彩滑草 草原狂欢夜 篝火晚会 观看打树花表演","4","Y002","2天1晚","347","110000","130700","03001"
"210093276","<张家界黄龙洞-天门山-玻璃栈道-凤凰古城3日游>含网红打卡景点芙蓉镇  赏古城醉美夜景   品三下锅尝庆功宴 好吃玩嗨  纯玩0购物","4","Y002","3天2晚","833","430100","430800","03001"
"210093515","<山西壶口瀑布1日游>全程高速，可自选王家大院，0购物，太原/平遥可灵活上下车","5","Y002","1天","247","140100","141000","03001"
"210093612","<桐庐2日游>瑶琳仙境 天目溪竹筏漂流 严子陵钓台 大奇山国家森林公园 0购物 4点联票全含","5","Y002","2天1晚","343","310000","330100","03001"
"210093723","<张家界天门山-玻璃栈道-湘西-凤凰古城汽车3日游>长沙往返  玻璃桥PK玻璃栈道 宿三星酒店  漫步石板小巷 品三下锅","4","Y002","3天2晚","850","430100","430800","03001"
"210094011","<阳江江门2日游>住五星品美食、闸坡海陵岛、大角湾畅玩水上乐园、世遗碉楼、出海观光、休闲纯玩","5","Y002","2天1晚","565","440300","440700","03001"
"210096009","<青岛-威海--烟台-蓬莱-大连4日游>0购物 1晚海边1晚养生酒店 骑士酒店自助餐 沙滩王国/刘公岛/海洋世界/蓬莱寻仙/水世界/地质公园","4","Y002","4天4晚","1101","370200","370200","03001"
"210096199","<云南+丽江+玉龙雪山+香格里拉4日游>私家1单1团，纯玩无购物，玉龙雪山冰川大索道，普达措国家森林公园，虎跳峡，休闲之旅，2人起订","5","Y002","4天3晚","1831","530700","530700","03001"
"210096307","<野三坡百里峡-拒马乐园2日游>高格调标配，高山漂流，虹鳟鱼餐，聚龙湾玻璃栈道，拒马乐园","5","Y002","2天1晚","288","110000","110000","03001"
"210096635","<厦门鼓浪屿-环岛路-曾厝垵风情街动车3日游>一趟玩遍厦门  畅游鼓浪屿 邂逅风情街 含126元鹭江夜游或5D大话铁观音而选一 可升级住宿","5","Y002","3天2晚","804","440300","350200","03001"
"210096747","<绍兴2日游>绍兴柯岩风景区 兜率天 会稽山龙华寺 绍兴古城 醉绍兴 真山水 全景纯玩","4","Y002","2天1晚","374","310000","330600","03001"
"210097163","<青岛-金沙滩-蓬莱阁-烟台-威海刘公岛3日游>ins度假风，青岛海景or三星/舒适酒店，get赶海技能，唐岛湾骑行，感受甲午风情，世外桃源","5","Y002","3天2晚","698","370200","371000","03001"
"210097390","<北京4日游>惠享纯玩 景点全覆盖 住连锁酒店 游故宫探秘国家宝藏 探密地下宫殿定陵 24h提供接站 接机服务","5","Y002","4天3晚","947","110000","110000","03001"
"210097498","<天津-尔宝瑞蜡像馆-瓷房子-塘沽外滩公园2日游>走进民国物语","4","Y002","2天1晚","457","120000","120000","03001"
"210097558","<无锡2日游>门票全含（灵山大佛、拈花湾），赏醉美禅意小镇拈花湾夜景，净化心灵，可升级拈花湾客栈，占床含早餐，0购物，佛系之旅","5","Y002","2天1晚","438","320100","320200","03001"
"210097735","<内蒙古科尔沁草原-大青沟-塔敏查干沙漠双卧4日游>2人起发，沙漠越野车往返乘坐，体验草原骑马，住宿升级","4","Y002","4天3晚","1347","210200","150500","03001"
"210098046","<青岛-威海-烟台-蓬莱双高5日游>自营0购物，5A崂山/蓬莱阁，升级1晚海边酒店，畅游海洋世界，含特色海鲜餐，24H接送站，青进烟出，上海往返","4","Y002","5天4晚","2522","310000","370200","03001"
"210098153","<张家界黄龙洞-天门山-玻璃栈道汽车2日游>长沙起止 纯玩0购物  游天门仙山  天门洞 探秘地下龙宫  宿特色客栈","5","Y002","2天1晚","654","430100","430800","03001"
"210098265","<张家界大峡谷-云天渡玻璃桥-张家界国家森林公园-天门山-汽车3日游>纯玩0购物 双波挑战 含百龙天梯双程 游电影中阿凡达、捉妖记2原貌","4","Y002","3天2晚","1308","430100","430800","03001"
"210098511","<三峡人家-三峡大坝-葛洲坝-两坝一峡双动2日游>武汉往返，免费接送宜昌东，门票船票全含，纯玩0购物，升级1特色餐","5","Y002","2天1晚","638","420100","420500","03001"
"210098635","<惠州巴士2日游>巽寮湾网红浮潜、罗浮山、住高尔夫酒店（含25个高尔夫球）享渔夫参鲍宴、罗浮窑鸡宴 休闲美食纯玩","5","Y002","2天1晚","576","440300","441300","03001"
"210099006","<长江三峡-美国维多利亚系列4日游>美国公司国际化管理 暑期2大免1小 船陪双语讲解 江景阳台房 游丰都玉皇圣地、神女溪、三峡大坝 重庆登船","5","Y002","4天3晚","1437","500000","500000","03001"
"210100492","<沉醉夜色西塘自驾2日游>宿西塘景区内西风瘦马客栈 含西塘门票 走小桥 看流水 访人家，感受古镇文化","5","Y006","2天1晚","253","310000","330400","03001"
"210100545","<横店影视城2日游>影视狂欢经典游3景点+梦幻谷 宿四星酒店  丰景嘉丽/贵宾楼/国贸大厦任选   热卖爆款   嬉水狂欢+明星助阵狂欢+国际演艺大巡游","4","Y006","2天1晚","1359","310000","330700","03001"
"210100784","<杭州临安-十门峡大酒店-自驾2日游>宿景区旁十门峡大酒店 含十门峡景区门票","4","Y006","2天1晚","242","310000","330100","03001"
"210100842","<横店影视城3日游>影视经典家庭休闲游4景点+梦幻谷 宿三星酒店  旅游大厦/影星酒店任选 明星推荐   嬉水狂欢+明星助阵狂欢+国际演艺大巡游","4","Y006","3天2晚","1560","320100","330700","03001"
"210101188","<横店影视城3日游>影视经典家庭休闲游4景点+梦幻谷 宿四星酒店丰景嘉丽大酒店 明星推荐  嬉水狂欢+明星助阵狂欢+国际演艺大巡游","4","Y006","3天2晚","1758","310000","330700","03001"
"210102749","<双人价格套餐-穿越宋朝-杭州宋城自驾2日游>宿杭州宋城千古情主题酒店（杭州西湖店）  游宋城 赏千古情贵宾席表演   万人出游爆款","5","Y006","2天1晚","476","320100","330100","03001"
"210102962","<双人报价-千岛湖自驾3日游>宿千岛湖鼎和度假酒店  门票自选","5","Y006","3天2晚","572","310000","330100","03001"
"210103447","<横店影视城2日游>影视狂欢经典游3景点+梦幻谷 宿四星酒店国贸大厦 热卖爆款 嬉水狂欢+明星助阵狂欢+国际演艺大巡游","4","Y006","2天1晚","1282","310000","330700","03001"
"210103795","<浙江嘉兴-乌镇梵璞主题文化酒店-乌镇自驾2日游>宿乌镇主题酒店，可选乌镇东栅/西栅/东西栅联票 游江南古镇  品水乡韵味的不二之选","5","Y006","2天1晚","363","310000","330400","03001"
"210104127","<千岛湖休闲之旅-亲子自驾2日游>宿绿城度假酒店  豪华湖景套房  两室两厅两卫   可加订千岛湖中心湖区/千岛湖森林氧吧/九龙溪漂流等景区门票","4","Y006","2天1晚","1447","320100","330100","03001"
"210104701","<横店影视城2日游>影视狂欢经典游3景点+梦幻谷 宿四星酒店丰景嘉丽大酒店 热卖爆款  嬉水狂欢+明星助阵狂欢+国际演艺大巡游","4","Y006","2天1晚","1414","310000","330700","03001"
"210105792","<嘉兴西塘自驾2日游>宿西塘 景区内 佳途留香精品客栈 含西塘门票2张（身份证激活后刷卡入园） 另可加购乌镇门票","5","Y006","2天1晚","218","310000","330400","03001"
"210106083","<山西临汾壶口瀑布1日游>临汾出发 含壶口小交通","5","Y002","1天","158","141000","141000","03001"
"210106140","<济南大明湖+趵突泉+泰山+曲阜三孔+青岛市内4日游>纯玩无购物，游山览海，老少皆宜，济南出发，青岛散团，不走回头路","4","Y002","4天3晚","1764","370100","370100","03001"
"210106187","<黄鹤楼-武汉长江大桥-东湖听涛景区-湖北省博物馆-红楼-楚河汉街汽车1日游>市内全程无购物店，汉口江滩散团，就近点可上门接","4","Y002","1天","142","420100","420100","03001"
"210106804","<长沙-韶山-衡山-岳麓山-橘子洲头-毛主席故居-祝融峰3日游>精选舒适型酒店 专车专导 一次走遍三大伟人故里 打卡网红景点 无线耳麦游省博","4","Y002","3天2晚","923","430100","430300","03001"
"210106820","<安吉自驾2日游>宿安吉大年初一风景度假村 另可加购凯蒂猫家园/藏龙百瀑/中国大竹海景区门票","5","Y006","2天1晚","812","310000","330500","03001"
"210106861","<安吉自驾2日游>宿安吉竹博园开元度假村 另可加购藏龙百瀑/中国大竹海/中南百草原/安吉竹博园/杭州Hello Kitty乐园等景区门票","5","Y006","2天1晚","694","310000","330500","03001"
"210106907","<宜昌两坝一峡1日游>倾情打造，全新升级特色餐全鱼宴，游长江三峡，过葛洲坝船闸，明星导游精讲漫游，爆款热销98满意度，绚烂初夏","4","Y002","1天","188","420500","420500","03001"
"210107970","<承德木兰围场-乌兰布统大草原-公主湖-百草敖包汽车3日游>含4h深度越野穿越，享蒙古迎宾礼，纯玩0购物，篝火嗨翻天","5","Y002","3天2晚","515","120000","150400","03001"
"210108241","<河南-云台山-龙门-少林寺-开封-黄河卧高5日游>途牛自营，升级1晚国际五星皇冠酒店，拼房无忧，暑假特惠18周岁以下免门票，纯玩0购物，上海往返","5","Y002","5天4晚","1949","310000","410200","03001"
"210108457","<肇庆2日游>肇庆七星岩风景区、北回归线上翡翠鼎湖山、白沙龙母庙、水舞灯光秀、品百鸟归巢宴、肇庆新春名菜宴美食2天","4","Y002","2天1晚","474","440300","441200","03001"
"210108859","[中秋]<本溪水洞-汤岗子御汤泉欢乐水世界2日游>亲子游，轻松舒适","4","Y002","2天1晚","578","210200","210500","03001"
"210108888","<平潭-海坛古城2日游>游北港民俗村、龙凤头踏浪踩沙、体验沙滩露营、1餐海滩自助烧烤、嗨玩海滩PATRY、赏海边日出日落、全程无购物","4","Y002","2天1晚","368","350100","350100","03001"
"210109298","<五台山汽车2日游>新增祈福法会  佛教圣地 十二生肖本命佛","5","Y002","2天1晚","390","130100","140900","03001"
"210109502","<清远2日游>升级酒店住宿、黄腾峡勇士漂流、国际大马戏、灯光节、牛鱼嘴探险、西班牙小镇、青花瓷大盘宴、摘葡萄任吃、小北江游船","5","Y002","2天1晚","425","440100","441800","03001"
"210109544","<贵州黄果树瀑布1日游>纯玩0购物，17人内小团，头等舱旅游车，含景区电瓶车，天星桥游览全程，餐标升级","4","Y002","1天","382","520100","520400","03001"
"210109634","<张家界国家森林公园-袁家界-天子山汽车3日游>长沙晚班，无购物纯玩，乘百龙天梯，观阿凡达悬浮山 ，宿特色客栈","5","Y002","3天2晚","681","430100","430800","03001"
"210110510","<青岛-蓬莱-烟台-威海2日游>动车往返/0购物，升级高档酒店，暖心导游带团，蓬莱阁/成山头，跑男拍摄地那香海，抖音超红养马岛，品尝八仙宴","4","Y002","2天1晚","643","370200","371000","03001"
"210110963","<长白山西坡+北坡+牡丹江+镜泊湖+万达度假区汽车4日游>长春起哈尔滨止 纯玩时代 登高双坡 含环保车 宿万达小镇 泡温泉 美味铁锅炖","4","Y002","4天3晚","1563","220100","220600","03001"
